x,y
0,-0.00173699
0.0943457,0.0926164
0.19356,0.190949
0.297894,0.292329
0.407611,0.395507
0.52299,0.498874
0.644323,0.60041
0.771917,0.697651
0.906096,0.787657
1.0472,0.867011
1.14815,0.913192
1.25265,0.951192
1.36082,0.979586
1.47278,0.996905
1.58867,1.00167
1.70864,0.992429
1.83281,0.967822
1.96135,0.926633
2.0944,0.867873
2.19889,0.810949
2.30618,0.743296
2.41632,0.66494
2.52939,0.576106
2.64548,0.477242
2.76466,0.369054
2.88702,0.25253
3.01263,0.128969
3.14159,0
