x,y
0,-0.00177791
0.116355,0.114589
0.232711,0.229405
0.349066,0.341115
0.465421,0.448207
0.581776,0.549231
0.698132,0.642819
0.814487,0.727704
0.930842,0.802738
1.0472,0.866903
1.16355,0.919331
1.27991,0.959314
1.39626,0.986308
1.51262,0.999949
1.62897,1.00005
1.74533,0.986617
1.86168,0.959824
1.97804,0.920036
2.0944,0.867792
2.21075,0.8038
2.32711,0.728925
2.44346,0.644182
2.55982,0.550717
2.67617,0.449797
2.79253,0.342787
2.90888,0.231136
3.02524,0.116355
3.14159,0
